X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
-73.9540616660191,40.7951556603245,38G-PM-1020-10,38G,PM,10202018,10,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,true,false,false,false,true,,POINT (-73.9540616660191 40.7951556603245)
-73.9545799024508,40.7908084039886,34I-PM-1010-01,34I,PM,10102018,1,Adult,Gray,,Gray+,,Above Ground,15,,false,false,false,true,false,,false,false,false,false,false,false,false,false,,POINT (-73.9545799024508 40.7908084039886)
-73.9743990576746,40.7768690723163,12A-PM-1013-04,12A,PM,10132018,4,,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,1,,false,true,false,false,false,chasing #3,false,false,false,false,false,false,true,false,,POINT (-73.9743990576746 40.7768690723163)
-73.9659034359706,40.7797516688844,19F-AM-1007-02,19F,AM,10072018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,8,,false,false,false,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.9659034359706 40.77975166888441)
-73.9684376038582,40.7824275067237,20C-PM-1018-09,20C,PM,10182018,9,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,true,false,false,false,true,,false,false,false,false,false,true,false,false,,POINT (-73.9684376038582 40.7824275067237)
-73.9694288806212,40.7842952265291,22A-PM-1017-01,22A,PM,10172018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9694288806212 40.7842952265291)
-73.9546042927016,40.7898133734952,33I-PM-1006-07,33I,PM,10062018,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9546042927016 40.7898133734952)
-73.9573469787503,40.7944044592573,36E-AM-1013-03,36E,AM,10132018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,indifferent (moving very fast),POINT (-73.9573469787503 40.7944044592573)
-73.9587879699956,40.7908135158551,32F-AM-1012-01,32F,AM,10122018,1,,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,false,true,made a back-door escape from dog off-leash,false,false,false,false,false,false,false,true,,POINT (-73.9587879699956 40.7908135158551)
-73.9630990823243,40.7885764284016,28D-AM-1012-02,28D,AM,10122018,2,Adult,Black,,Black+,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,false,true,,POINT (-73.9630990823243 40.7885764284016)
-73.9699843570636,40.7729480440312,10G-AM-1006-01,10G,AM,10062018,1,Adult,Gray,,Gray+,,Above Ground,80,,false,false,true,false,false,,false,false,false,false,true,false,true,false,,POINT (-73.96998435706361 40.7729480440312)
-73.9534306291679,40.7959052073753,39G-PM-1013-07,39G,PM,10132018,7,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9534306291679 40.7959052073753)
-73.9652357279671,40.7819296887147,21E-PM-1012-02,21E,PM,10122018,2,Adult,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",,Ground Plane,FALSE,,false,false,false,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.9652357279671 40.7819296887147)
-73.967832992543,40.7783669913408,17E-PM-1018-03,17E,PM,10182018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.967832992543 40.7783669913408)
-73.9708969246276,40.7767695507462,14D-AM-1014-03,14D,AM,10142018,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9708969246276 40.7767695507462)
-73.95448101115,40.7954469678857,39F-PM-1006-03,39F,PM,10062018,3,Adult,Gray,White,Gray+White,,Above Ground,15,lower branch of tree,false,false,false,true,false,,false,false,false,false,false,false,false,true,ran up tree when approached,POINT (-73.95448101115 40.7954469678857)
-73.9705123624953,40.7731723757869,10F-PM-1019-11,10F,PM,10192018,11,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Grassy area,false,false,false,false,true,,false,false,false,false,false,false,false,true,,POINT (-73.9705123624953 40.7731723757869)
-73.9667560049684,40.7882333830729,27A-PM-1006-01,27A,PM,10062018,1,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,on a tree,false,false,false,true,true,walking up & down branches,false,false,false,false,false,false,true,false,,POINT (-73.9667560049684 40.7882333830729)
-73.9687395228846,40.7807364481385,18D-AM-1018-02,18D,AM,10182018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9687395228846 40.7807364481385)
-73.9782351435852,40.7715896672335,6A-AM-1006-03,06A,AM,10062018,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,30,tree,false,true,false,true,false,,false,false,false,true,true,false,false,false,,POINT (-73.9782351435852 40.7715896672335)
-73.9757413215621,40.7692582758978,4E-PM-1008-04,04E,PM,10082018,4,Adult,Gray,,Gray+,,Above Ground,10,,true,true,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9757413215621 40.7692582758978)
-73.9583101927652,40.7852649316039,27I-PM-1020-05,27I,PM,10202018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,In tree,true,false,false,false,false,,false,false,false,false,false,false,false,true,runs from (us),POINT (-73.9583101927652 40.7852649316039)
-73.9765595553183,40.7748455340432,10A-PM-1014-04,10A,PM,10142018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9765595553183 40.7748455340432)
-73.965509576403,40.7752456763263,14I-PM-1018-05,14I,PM,10182018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,2,,false,false,true,true,false,,false,false,false,false,true,false,true,false,,POINT (-73.96550957640301 40.7752456763263)
-73.9744960829844,40.7652585501959,1H-AM-1012-01,01H,AM,10122018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,true,false,true,first approaches then runs from - he was less than 1 yd. away from me.,POINT (-73.9744960829844 40.7652585501959)
-73.9703161745884,40.7702610461336,8H-PM-1014-05,08H,PM,10142018,5,Juvenile,Gray,,Gray+,,Above Ground,2,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9703161745884 40.7702610461336)
-73.9605966636226,40.7889849108637,30E-AM-1008-01,30E,AM,10082018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,true,false,false,true,scurried into bushes when jogger ran by,POINT (-73.9605966636226 40.7889849108637)
-73.9730224561601,40.7796833353894,16A-PM-1019-04,16A,PM,10192018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,true,false,true,false,,POINT (-73.9730224561601 40.7796833353894)
-73.9759432151552,40.7733240612552,8B-PM-1012-06,08B,PM,10122018,6,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,2,on a bench,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9759432151552 40.7733240612552)
-73.9724452296309,40.7715792113505,8F-PM-1012-03,08F,PM,10122018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,false,true,buried an acorn,false,false,false,false,false,false,true,false,,POINT (-73.9724452296309 40.7715792113505)
-73.9712971568288,40.7745520717065,11E-AM-1013-02,11E,AM,10132018,2,Adult,Gray,Black,Gray+Black,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9712971568288 40.7745520717065)
-73.9611696144784,40.7816692895155,22I-AM-1007-03,22I,AM,10072018,3,Adult,Gray,,Gray+,,Above Ground,30,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9611696144784 40.7816692895155)
-73.9542990150586,40.7940915300678,37G-PM-1007-09,37G,PM,10072018,9,Adult,Cinnamon,White,Cinnamon+White,,,,,false,false,false,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9542990150586 40.7940915300678)
-73.9689657039917,40.7767834276767,15F-AM-1007-04,15F,AM,10072018,4,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,false,false,,POINT (-73.9689657039917 40.7767834276767)
-73.9707471099503,40.7759255131734,13E-AM-1017-08,13E,AM,10172018,8,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9707471099503 40.7759255131734)
-73.9713330594434,40.7771924214236,14D-AM-1014-10,14D,AM,10142018,10,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9713330594434 40.7771924214236)
-73.970540988328,40.7698103067062,7H-AM-1006-06,07H,AM,10062018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,12,,false,true,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.970540988328 40.7698103067062)
-73.9740007759509,40.7650077086539,1H-PM-1013-01,01H,PM,10132018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9740007759509 40.7650077086539)
-73.9566751022336,40.799035789744,41C-PM-1007-04,41C,PM,10072018,4,Adult,Gray,White,Gray+White,,Above Ground,65,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9566751022336 40.799035789744)
-73.9639635134738,40.7900337598704,29B-PM-1010-05,29B,PM,10102018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9639635134738 40.7900337598704)
-73.9761036400144,40.7705482684594,6D-PM-1020-03,06D,PM,10202018,3,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,,false,true,false,false,false,,false,false,false,false,true,false,false,true,,POINT (-73.9761036400144 40.7705482684594)
-73.9724801784201,40.7790131966689,15B-PM-1017-05,15B,PM,10172018,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9724801784201 40.7790131966689)
-73.9635658786416,40.7777291777901,18I-AM-1017-03,18I,AM,10172018,3,Adult,Cinnamon,Black,Cinnamon+Black,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9635658786416 40.77772917779011)
-73.9716404781264,40.7753181851766,12D-PM-1014-02,12D,PM,10142018,2,Adult,Gray,White,Gray+White,,Above Ground,15,,false,false,true,false,false,seems to be grinding teeth on a piece of material (sounds from grinding),false,false,false,false,false,false,true,false,,POINT (-73.9716404781264 40.7753181851766)
-73.9672054610151,40.7876519923501,26A-PM-1006-05,26A,PM,10062018,5,Adult,Gray,,Gray+,,Above Ground,40,,false,true,false,false,false,,false,false,false,false,true,false,false,false,,POINT (-73.9672054610151 40.7876519923501)
-73.9614824437251,40.7912929799884,32C-PM-1013-03,32C,PM,10132018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,true,false,false,false,,false,false,false,false,true,false,false,false,,POINT (-73.9614824437251 40.7912929799884)
-73.9571407991577,40.7931917396406,35E-PM-1006-02,35E,PM,10062018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,true,false,false,begging for food,POINT (-73.9571407991577 40.7931917396406)
-73.9707197274481,40.7773956803431,14D-PM-1019-12,14D,PM,10192018,12,Adult,Gray,,Gray+,,,,,false,false,false,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9707197274481 40.7773956803431)
-73.9623696148045,40.792184861375,32B-AM-1017-04,32B,AM,10172018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,13,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9623696148045 40.792184861375)
-73.9576035072364,40.7966120824816,38C-AM-1019-01,38C,AM,10192018,1,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,false,true,runs from (lawnmower),POINT (-73.9576035072364 40.7966120824816)
-73.9673548527075,40.7765669058396,15G-PM-1019-11,15G,PM,10192018,11,Adult,Gray,,Gray+,,Above Ground,4,,false,false,true,false,false,,false,false,false,false,false,false,false,false,stared,POINT (-73.9673548527075 40.7765669058396)
-73.9704862864304,40.7739583111676,11F-PM-1006-02,11F,PM,10062018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9704862864304 40.7739583111676)
-73.970315671921,40.7720905395472,10G-PM-1017-02,10G,PM,10172018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.970315671921 40.7720905395472)
-73.9596398997228,40.7933386953847,34D-PM-1007-02,34D,PM,10072018,2,Adult,Black,,Black+,,Above Ground,25,,true,false,true,false,false,,false,false,false,false,false,false,false,false,cautiously aware,POINT (-73.9596398997228 40.7933386953847)
-73.9548957862084,40.7944844464619,37G-AM-1014-05,37G,AM,10142018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9548957862084 40.7944844464619)
-73.964080104186,40.7907898627287,30B-AM-1007-02,30B,AM,10072018,2,Adult,Gray,,Gray+,,Above Ground,15,,true,false,false,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.964080104186 40.7907898627287)
-73.9781303869038,40.7725000348875,7A-AM-1006-02,07A,AM,10062018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,8,in tree,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9781303869038 40.7725000348875)
-73.9672127283283,40.7810666805133,20D-AM-1007-01,20D,AM,10072018,1,Adult,Gray,,Gray+,too far to note 30',Ground Plane,FALSE,,true,false,true,true,false,a lot of activity,false,false,false,true,false,false,false,false,,POINT (-73.9672127283283 40.7810666805133)
-73.9556817958407,40.788852000621,32I-AM-1013-02,32I,AM,10132018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,15,,false,false,true,false,false,,false,false,false,false,false,false,false,false,watching me from tree - curious,POINT (-73.9556817958407 40.788852000621)
-73.9752000129992,40.7732918122239,8C-PM-1013-04,08C,PM,10132018,4,Juvenile,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9752000129992 40.7732918122239)
-73.9698817079185,40.7758322627711,13E-PM-1008-10,13E,PM,10082018,10,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,true,false,false,true,,POINT (-73.9698817079185 40.7758322627711)
-73.9757001944781,40.769499790547,5E-AM-1008-09,05E,AM,10082018,9,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,2,went up tree,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9757001944781 40.769499790547)
-73.9584835416846,40.7978213396921,39B-PM-1014-06,39B,PM,10142018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9584835416846 40.7978213396921)
-73.9606817053484,40.7917320450401,32D-PM-1006-07,32D,PM,10062018,7,Adult,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",,Ground Plane,FALSE,,false,false,false,true,false,,false,false,false,true,false,false,true,false,,POINT (-73.9606817053484 40.7917320450401)
-73.9649590119935,40.7822107920769,21F-AM-1018-01,21F,AM,10182018,1,Adult,Gray,,Gray+,,Above Ground,15,,false,false,true,false,false,,false,false,false,false,true,false,true,false,,POINT (-73.9649590119935 40.7822107920769)
-73.959709414696,40.7919745085986,33D-PM-1006-03,33D,PM,10062018,3,,Black,,Black+,,Above Ground,15,,true,false,false,true,false,,false,false,false,false,true,false,false,true,ran up tree,POINT (-73.959709414696 40.7919745085986)
-73.9735946835545,40.7724155751282,8E-PM-1008-01,08E,PM,10082018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,by tree trunk base,false,false,false,true,false,,false,false,false,false,false,true,false,false,eating food being thrown at it by a mom & baby,POINT (-73.9735946835545 40.7724155751282)
-73.9588358879692,40.7912631913057,33E-PM-1012-01,33E,PM,10122018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,false,true,,POINT (-73.9588358879692 40.7912631913057)
-73.968045072743,40.7836626717225,22C-AM-1013-02,22C,AM,10132018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,4,,false,false,true,false,true,,true,false,false,true,false,false,false,true,,POINT (-73.968045072743 40.7836626717225)
-73.979316275899,40.7692134727555,3B-PM-1007-01,03B,PM,10072018,1,Adult,Gray,White,Gray+White,,Above Ground,,in tree,false,false,false,false,false,chased by dog,false,false,false,false,false,false,false,false,,POINT (-73.979316275899 40.7692134727555)
-73.9550351380957,40.7974681522214,40E-AM-1014-01,40E,AM,10142018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9550351380957 40.7974681522214)
-73.9578316525492,40.7890102959629,31G-PM-1007-01,31G,PM,10072018,1,Adult,Gray,,Gray+,,Above Ground,15,,false,false,false,false,false,hiding,false,false,false,false,true,false,false,false,"froze,sight of dogs",POINT (-73.9578316525492 40.7890102959629)
-73.9592537496995,40.7919271821316,33E-AM-1014-03,33E,AM,10142018,3,Adult,Black,,Black+,,Above Ground,5,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9592537496995 40.7919271821316)
-73.9733966282316,40.7717179627127,8E-PM-1008-08,08E,PM,10082018,8,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9733966282316 40.7717179627127)
-73.970720187655,40.7774564799983,14D-PM-1019-11,14D,PM,10192018,11,Adult,Gray,,Gray+,,,,,false,false,false,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.970720187655 40.7774564799983)
-73.9790875480358,40.7676104780657,2C-AM-1010-03,02C,AM,10102018,3,Adult,Black,Gray,Black+Gray,,Above Ground,30,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9790875480358 40.7676104780657)
-73.9802376131034,40.7680707516627,1B-AM-1012-12,01B,AM,10122018,12,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9802376131034 40.7680707516627)
-73.9577212629651,40.7965525296722,38C-PM-1014-06,38C,PM,10142018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9577212629651 40.7965525296722)
-73.9719888241794,40.7667681685356,4I-PM-1007-03,04I,PM,10072018,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,3,ran to tree,false,false,false,false,false,being chased,false,false,false,false,false,false,false,false,,POINT (-73.9719888241794 40.7667681685356)
-73.9565686300382,40.797592846003,40C-PM-1006-03,40C,PM,10062018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9565686300382 40.797592846003)
-73.9669206605745,40.7748155701122,13H-PM-1010-03,13H,PM,10102018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,in glen,false,false,false,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.9669206605745 40.7748155701122)
-73.9690416961886,40.7716618670996,10H-AM-1014-05,10H,AM,10142018,5,,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9690416961886 40.7716618670996)
-73.9613643418025,40.7892431934209,30D-AM-1017-02,30D,AM,10172018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9613643418025 40.7892431934209)
-73.9686737866872,40.7739714023732,12G-PM-1007-06,12G,PM,10072018,6,,Gray,Cinnamon,Gray+Cinnamon,,,,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9686737866872 40.7739714023732)
-73.9763433202401,40.7738473490681,9B-PM-1013-10,09B,PM,10132018,10,Juvenile,Cinnamon,Gray,Cinnamon+Gray,"""Brown"" written in as Primary",Above Ground,12,,false,false,false,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.9763433202401 40.7738473490681)
-73.9590502257662,40.794290363687,36C-PM-1013-06,36C,PM,10132018,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,Running across wide street,true,false,false,false,true,carrying food in mouth,false,false,false,false,false,false,false,false,,POINT (-73.9590502257662 40.794290363687)
-73.965862100991,40.7825926896917,22D-PM-1012-01,22D,PM,10122018,1,Adult,Gray,"Black, White","Gray+Black, White",,Above Ground,5,,false,false,true,false,false,,true,false,false,false,false,false,false,false,climbing tree,POINT (-73.965862100991 40.7825926896917)
-73.9681917366128,40.7723298813768,11I-PM-1012-03,11I,PM,10122018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,true,false,true,,false,false,false,false,false,false,false,true,runs from the dog,POINT (-73.9681917366128 40.7723298813768)
-73.9597470659927,40.7973215935416,38A-PM-1013-01,38A,PM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,false,false,true,,false,false,false,false,true,false,false,true,,POINT (-73.9597470659927 40.7973215935416)
-73.9680774548516,40.7762491903691,14F-PM-1012-01,14F,PM,10122018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9680774548516 40.7762491903691)
-73.9786603147149,40.7671937837017,1D-AM-1006-09,01D,AM,10062018,9,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,true,false,false,false,true,,false,false,false,false,true,false,true,false,,POINT (-73.9786603147149 40.7671937837017)
-73.9766354967197,40.7734575166319,8B-AM-1007-09,08B,AM,10072018,9,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,true,false,"shelling and eating a nut then a dog chased it up a tree & squirrel carried its nut up the tree,settled in a branch & resumed eating",false,false,false,false,false,false,true,false,,POINT (-73.9766354967197 40.7734575166319)
-73.9787658435198,40.7689419765393,3B-PM-1007-07,03B,PM,10072018,7,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,true,false,eating loudly <- peanuts w/ shells,false,false,false,false,false,false,true,false,,POINT (-73.9787658435198 40.7689419765393)
-73.9633760173635,40.7818422357619,22G-PM-1018-03,22G,PM,10182018,3,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,false,false,false,chilling,false,false,false,false,false,false,true,false,observed,POINT (-73.96337601736352 40.7818422357619)
-73.9530809650496,40.7959176317705,40G-PM-1013-02,40G,PM,10132018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,true,false,hiding from dog,false,false,false,false,false,false,false,true,runs from (dog),POINT (-73.9530809650496 40.79591763177051)
-73.9584024936392,40.7851491701944,27I-PM-1020-01,27I,PM,10202018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,true,runs from (us),POINT (-73.9584024936392 40.7851491701944)
-73.9669366401071,40.7836023897982,22C-PM-1006-09,22C,PM,10062018,9,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,false,false,,false,true,false,false,false,false,false,false,,POINT (-73.96693664010711 40.7836023897982)
-73.9785675798034,40.7672992405289,1C-PM-1013-05,01C,PM,10132018,5,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9785675798034 40.7672992405289)
-73.9698934182612,40.7708211633861,8H-PM-1014-03,08H,PM,10142018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,false,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9698934182612 40.7708211633861)
-73.9721899838568,40.7761519045651,13C-AM-1010-03,13C,AM,10102018,3,Adult,Gray,,Gray+,,Above Ground,20,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9721899838568 40.7761519045651)
-73.9570131890379,40.7991786736124,41B-PM-1014-05,41B,PM,10142018,5,Adult,Gray,,Gray+,,Above Ground,25,,false,false,true,false,false,,true,false,false,false,false,false,true,true,,POINT (-73.9570131890379 40.7991786736124)
-73.9702788578386,40.7694484997295,7I-PM-1013-05,07I,PM,10132018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Rock,false,false,false,true,false,,false,false,false,true,false,false,false,false,,POINT (-73.9702788578386 40.7694484997295)
-73.9639888092327,40.791449395909,31A-AM-1010-01,31A,AM,10102018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,false,true,false,,false,false,false,false,true,false,false,true,,POINT (-73.9639888092327 40.791449395909005)
-73.9573604880421,40.7930844158021,35E-PM-1006-03,35E,PM,10062018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9573604880421 40.7930844158021)
-73.9777328709928,40.7669087724668,1D-AM-1006-02,01D,AM,10062018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,true,false,false,false,,POINT (-73.9777328709928 40.7669087724668)
-73.9671851611243,40.7750878657618,14H-PM-1012-01,14H,PM,10122018,1,Adult,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",,Ground Plane,FALSE,,true,false,false,true,false,,false,false,false,false,false,true,false,false,approaches (came very close to me),POINT (-73.9671851611243 40.7750878657618)
-73.9664630067791,40.7756361515825,14H-AM-1007-04,14H,AM,10072018,4,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,false,true,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9664630067791 40.7756361515825)
-73.9694630409125,40.769737659647,8I-PM-1013-01,08I,PM,10132018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9694630409125 40.769737659647)
-73.9756754297747,40.7738518843446,9B-PM-1013-02,09B,PM,10132018,2,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,true,false,true,false,,POINT (-73.9756754297747 40.7738518843446)
